Keyword,Score
midchord,0.0726
kirchhoffs,0.0725
vice,0.0724
designers,0.0719
virtually,0.0716
erfc,0.0715
bluff,0.0714
hopf,0.0713
supplement,0.0712
unperturbed,0.0708
singularity,0.0706
appendices,0.0701
prewhirl,0.0699
integrals,0.0698
ellipsoidal,0.0696
increments,0.0688
additive,0.0688
actual,0.0684
criticism,0.0681
1947,0.068
lucid,0.0672
threaten,0.0671
clamping,0.0667
humphreys,0.0667
hangling,0.0665
deuce,0.0663
residual,0.0659
attractive,0.0656
lighthill,0.0654
emmons,0.0651
rott,0.0648
taps,0.0647
discontinuities,0.0645
yarymovych,0.0638
external,0.0638
rudimentary,0.0637
enjoy,0.0635
edelfelt,0.0634
schemes,0.0624
dropoff,0.0623
msvo,0.0622
statistically,0.0617
howorth,0.0615
circulated,0.0615
declined,0.0596
cole,0.0595
empirical,0.0593
formation,0.0592
inserting,0.0586
vanguard,0.0577
retains,0.0574
kernels,0.0571
convex,0.0563
garrick,0.0561
jacobian,0.0558
require,0.0554
similitudes,0.055
convolution,0.055
shed,0.0533
bimolecular,0.0533
mistake,0.0533
0001,0.0529
disappears,0.0528
inconclusive,0.0528
parameters,0.0527
assure,0.052
havelock,0.0518
lecture,0.0514
grades,0.0511
advanced,0.051
spectrograph,0.0507
sobsonic,0.0505
account,0.0502
theoretic,0.05
existed,0.049
sinusoids,0.0485
grid,0.0485
midway,0.0484
prior,0.0473
apex,0.0464
exploit,0.0463
inductance,0.0458
sure,0.0458
appraoch,0.0456
capacitance,0.0451
mehtod,0.045
splitter,0.0447
castigliano,0.0443
sector,0.0423
protuberances,0.0421
express,0.0418
mises,0.0414
thereof,0.0412
einbinder,0.0407
exception,0.0403
overlapping,0.0397
cps,0.0394
fractional,0.0394
earlier,0.0393
peng,0.0393
astrophysics,0.039
11in,0.0381
beskin,0.0376
hypergeometric,0.0373
rendered,0.0364
criterion,0.0362
wrinkles,0.0361
multiweb,0.0358
ft1,0.0357
gortler,0.0355
minus,0.0349
stem,0.034
unresolved,0.0339
boiloff,0.0326
disc,0.0323
massbalance,0.0321
pearse,0.0319
constituent,0.0314
hirshfelder,0.0313
deficit,0.0312
teflon,0.0308
conventional,0.0302
installation,0.0294
declassified,0.0292
termperature,0.0292
approximated,0.0277
neared,0.0277
multicellular,0.0267
presents,0.0263
efficiencies,0.026
interact,0.0249
biconvex,0.0234
microphones,0.0234
0degrees,0.0224
encompass,0.0223
confirmed,0.0221
arrest,0.0216
texts,0.0214
detect,0.0205
microinches,0.0201
brightness,0.0192
gravalos,0.0189
taper,0.0185
spreiter,0.0183
caloric,0.0182
sodium,0.018
l57l10,0.0175
justifiable,0.0173
specifically,0.0171
cheng,0.0164
gupta,0.0162
busemann,0.0132
macadam,0.0129
regularities,0.0129
sutherland,0.0106
interferometric,0.0083
observables,0.0075
eigenvalue,0.007
modulus,0.0053
grazing,0.0052
notable,0.0048
evvard,0.0017
lomax,0.0017
agrees,0.0015
shypersonic,0.0005
230,-0.0004
retarded,-0.0043
zurich,-0.0059
american,-0.0102
ordinates,-0.0171
couple,-0.0229
